user_id,item_id,label
user_0,skoda_citigo,1
user_5,skoda_citigo,0
user_8,skoda_citigo,1
user_9,skoda_citigo,1
user_11,skoda_citigo,1
user_17,skoda_citigo,0
user_18,skoda_citigo,1
user_20,skoda_citigo,1
user_27,skoda_citigo,1
user_29,skoda_citigo,1
user_31,skoda_citigo,1
user_37,skoda_citigo,1
user_39,skoda_citigo,1
user_40,skoda_citigo,1
user_48,skoda_citigo,1
user_54,skoda_citigo,0
user_56,skoda_citigo,0
user_63,skoda_citigo,1
user_91,skoda_citigo,0
user_101,skoda_citigo,1
user_102,skoda_citigo,1
user_110,skoda_citigo,0
user_113,skoda_citigo,1
user_116,skoda_citigo,0
user_128,skoda_citigo,1
user_131,skoda_citigo,1
user_133,skoda_citigo,1
user_140,skoda_citigo,1
user_150,skoda_citigo,1
user_152,skoda_citigo,0
user_159,skoda_citigo,1
user_162,skoda_citigo,0
user_163,skoda_citigo,1
user_175,skoda_citigo,1
user_179,skoda_citigo,0
user_186,skoda_citigo,1
user_190,skoda_citigo,1
user_194,skoda_citigo,0
user_196,skoda_citigo,1
user_203,skoda_citigo,0
user_208,skoda_citigo,1
user_210,skoda_citigo,0
user_215,skoda_citigo,1
user_220,skoda_citigo,1
user_225,skoda_citigo,1
user_231,skoda_citigo,1
user_234,skoda_citigo,0
user_239,skoda_citigo,1
user_258,skoda_citigo,1
user_263,skoda_citigo,1
user_269,skoda_citigo,1
user_275,skoda_citigo,1
user_282,skoda_citigo,0
user_286,skoda_citigo,1
user_295,skoda_citigo,1
user_297,skoda_citigo,1
user_298,skoda_citigo,1
user_302,skoda_citigo,1
user_304,skoda_citigo,1
user_307,skoda_citigo,0
user_313,skoda_citigo,1
user_314,skoda_citigo,1
user_321,skoda_citigo,0
user_324,skoda_citigo,0
user_338,skoda_citigo,1
user_346,skoda_citigo,1
user_347,skoda_citigo,0
user_357,skoda_citigo,1
user_359,skoda_citigo,1
user_360,skoda_citigo,0
user_371,skoda_citigo,1
user_381,skoda_citigo,0
user_390,skoda_citigo,1
user_391,skoda_citigo,1
user_392,skoda_citigo,1
user_393,skoda_citigo,0
user_397,skoda_citigo,1
user_403,skoda_citigo,0
user_405,skoda_citigo,0
user_410,skoda_citigo,0
user_417,skoda_citigo,1
user_419,skoda_citigo,1
user_423,skoda_citigo,1
user_429,skoda_citigo,1
user_431,skoda_citigo,1
user_432,skoda_citigo,1
user_433,skoda_citigo,1
user_435,skoda_citigo,0
user_437,skoda_citigo,0
user_440,skoda_citigo,0
user_446,skoda_citigo,1
user_453,skoda_citigo,0
user_457,skoda_citigo,1
user_470,skoda_citigo,1
user_480,skoda_citigo,1
user_492,skoda_citigo,1
user_499,skoda_citigo,1
user_0,infiniti_g,1
user_8,infiniti_g,0
user_21,infiniti_g,0
user_29,infiniti_g,1
user_35,infiniti_g,1
user_36,infiniti_g,1
user_38,infiniti_g,0
user_39,infiniti_g,1
user_46,infiniti_g,0
user_49,infiniti_g,1
user_59,infiniti_g,1
user_61,infiniti_g,0
user_66,infiniti_g,1
user_73,infiniti_g,1
user_86,infiniti_g,1
user_90,infiniti_g,0
user_92,infiniti_g,1
user_98,infiniti_g,1
user_114,infiniti_g,1
user_115,infiniti_g,1
user_118,infiniti_g,1
user_137,infiniti_g,1
user_145,infiniti_g,1
user_150,infiniti_g,0
user_160,infiniti_g,1
user_162,infiniti_g,1
user_165,infiniti_g,1
user_175,infiniti_g,0
user_186,infiniti_g,0
user_192,infiniti_g,1
user_209,infiniti_g,1
user_213,infiniti_g,1
user_216,infiniti_g,0
user_218,infiniti_g,1
user_223,infiniti_g,0
user_240,infiniti_g,1
user_245,infiniti_g,1
user_246,infiniti_g,1
user_264,infiniti_g,1
user_280,infiniti_g,0
user_281,infiniti_g,1
user_286,infiniti_g,1
user_287,infiniti_g,1
user_316,infiniti_g,1
user_317,infiniti_g,1
user_318,infiniti_g,1
user_319,infiniti_g,1
user_320,infiniti_g,1
user_324,infiniti_g,1
user_325,infiniti_g,1
user_338,infiniti_g,1
user_340,infiniti_g,1
user_341,infiniti_g,1
user_346,infiniti_g,0
user_349,infiniti_g,1
user_362,infiniti_g,1
user_365,infiniti_g,1
user_372,infiniti_g,1
user_378,infiniti_g,1
user_383,infiniti_g,0
user_392,infiniti_g,1
user_396,infiniti_g,0
user_399,infiniti_g,1
user_404,infiniti_g,1
user_406,infiniti_g,1
user_411,infiniti_g,0
user_413,infiniti_g,0
user_416,infiniti_g,1
user_419,infiniti_g,1
user_428,infiniti_g,1
user_430,infiniti_g,1
user_442,infiniti_g,1
user_449,infiniti_g,0
user_450,infiniti_g,0
user_451,infiniti_g,1
user_452,infiniti_g,1
user_456,infiniti_g,0
user_460,infiniti_g,1
user_466,infiniti_g,1
user_476,infiniti_g,1
user_490,infiniti_g,1
user_495,infiniti_g,0
user_0,toyota_gt86,1
user_6,toyota_gt86,0
user_7,toyota_gt86,1
user_8,toyota_gt86,1
user_16,toyota_gt86,1
user_17,toyota_gt86,0
user_21,toyota_gt86,0
user_24,toyota_gt86,0
user_26,toyota_gt86,0
user_41,toyota_gt86,1
user_56,toyota_gt86,1
user_58,toyota_gt86,0
user_62,toyota_gt86,1
user_66,toyota_gt86,1
user_70,toyota_gt86,0
user_71,toyota_gt86,0
user_83,toyota_gt86,1
user_91,toyota_gt86,1
user_98,toyota_gt86,1
user_102,toyota_gt86,1
user_107,toyota_gt86,1
user_112,toyota_gt86,0
user_115,toyota_gt86,1
user_117,toyota_gt86,0
user_120,toyota_gt86,0
user_121,toyota_gt86,0
user_123,toyota_gt86,1
user_138,toyota_gt86,1
user_139,toyota_gt86,0
user_155,toyota_gt86,1
user_158,toyota_gt86,1
user_161,toyota_gt86,1
user_168,toyota_gt86,1
user_172,toyota_gt86,1
user_177,toyota_gt86,1
user_179,toyota_gt86,0
user_182,toyota_gt86,1
user_184,toyota_gt86,0
user_188,toyota_gt86,0
user_192,toyota_gt86,0
user_200,toyota_gt86,1
user_201,toyota_gt86,0
user_202,toyota_gt86,1
user_203,toyota_gt86,1
user_204,toyota_gt86,0
user_209,toyota_gt86,1
user_217,toyota_gt86,0
user_219,toyota_gt86,0
user_242,toyota_gt86,0
user_249,toyota_gt86,0
user_253,toyota_gt86,0
user_264,toyota_gt86,0
user_265,toyota_gt86,1
user_273,toyota_gt86,0
user_274,toyota_gt86,0
user_276,toyota_gt86,1
user_281,toyota_gt86,0
user_289,toyota_gt86,0
user_294,toyota_gt86,1
user_308,toyota_gt86,1
user_309,toyota_gt86,1
user_314,toyota_gt86,1
user_315,toyota_gt86,0
user_318,toyota_gt86,0
user_320,toyota_gt86,1
user_327,toyota_gt86,1
user_331,toyota_gt86,0
user_332,toyota_gt86,1
user_349,toyota_gt86,1
user_354,toyota_gt86,1
user_373,toyota_gt86,1
user_385,toyota_gt86,0
user_390,toyota_gt86,1
user_392,toyota_gt86,0
user_394,toyota_gt86,1
user_409,toyota_gt86,1
user_410,toyota_gt86,0
user_417,toyota_gt86,0
user_424,toyota_gt86,0
user_425,toyota_gt86,1
user_426,toyota_gt86,1
user_428,toyota_gt86,0
user_431,toyota_gt86,1
user_442,toyota_gt86,1
user_447,toyota_gt86,0
user_450,toyota_gt86,1
user_451,toyota_gt86,1
user_469,toyota_gt86,1
user_473,toyota_gt86,1
user_476,toyota_gt86,1
user_478,toyota_gt86,1
user_479,toyota_gt86,1
user_481,toyota_gt86,0
user_489,toyota_gt86,1
user_490,toyota_gt86,1
user_497,toyota_gt86,0
user_498,toyota_gt86,0
user_0,honda_s2000,1
user_1,honda_s2000,0
user_2,honda_s2000,1
user_14,honda_s2000,0
